SampleN,SumTS,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,NH4_N,NO3_N,N.N,TN,OM,SoilType,Longitude,Latitude,ALT_extract,Landscape,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
D4_1_3,0.98381214,44.8,1.8355,400.363,11784.0,5612.5,46949.0,8.7725,1002.5,69.319,51.8975,765.5,33114.5,13.334,34.944,24.369,83.9685,14.368,5.2385,18.3025,44.8575,94.92,15.198,11.666,4.0535,0.9345,0.2385,3.428,0.515,5.713,166.3715,31.8235,65.147,7.414,28.13,5.4505,0.971,4.5905,0.5825,3.074,0.538,1.4445,1.189,0.223,17.6505,10.034,61.6,18.4,330.65,8.29,149.4,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_5,0.90687228,42.0395,1.796,426.297,11205.5,6243.5,47178.0,8.3845,811.5,65.8235,48.3355,678.0,28292.0,11.9555,31.1715,22.4195,82.5645,13.75,4.7725,16.927,46.2995,92.825,14.5935,12.8685,3.8165,0.88,0.2365,3.7635,0.4555,5.548,170.7825,31.2,63.6765,7.2055,27.1305,5.244,0.943,4.443,0.567,2.9885,0.5295,1.419,1.1875,0.282,17.6215,10.461,44.66,13.86,298.6,8.18,142.0,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_6,1.35801261,47.952,2.086,605.9365,13160.5,9686.5,55095.5,11.1075,977.5,83.295,61.6825,783.5,33247.5,13.2945,34.185,23.667,91.6515,17.099,5.461,18.8715,66.7895,114.423,17.0095,17.96,3.728,0.9015,0.2735,4.494,1.0365,6.7565,237.7965,35.659,72.8405,8.2305,31.0435,5.9305,1.0905,4.9915,0.6425,3.4265,0.612,1.649,1.386,0.5175,18.72,11.714,38.5,20.47,304.52,8.19,123.9,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_7,1.15114423,45.9125,1.889,536.823,14336.5,9532.0,54462.5,10.251,1176.0,77.499,55.608,870.5,36633.5,12.445,32.5595,23.386,85.4215,15.9745,5.292,17.91,58.7185,102.287,16.4005,16.853,3.8715,0.82,0.2465,3.7685,0.6445,6.1595,204.988,34.674,71.0155,7.9855,30.1355,5.756,1.034,4.8405,0.6185,3.2885,0.5845,1.571,1.3285,0.4615,18.1815,11.5905,46.2,20.27,316.2,8.22,142.0,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_8,1.87561201,45.1995,2.023,532.42,13866.5,7260.0,76149.5,10.0535,988.0,76.256,58.883,729.5,30525.0,12.7405,34.578,22.906,88.469,15.5855,5.321,17.6665,55.067,113.283,16.2545,16.011,4.139,0.988,0.255,3.6415,0.496,6.0675,194.665,34.9885,71.4955,8.0835,30.48,5.798,1.048,4.8795,0.6185,3.289,0.586,1.5645,1.3175,0.397,17.843,11.2265,29.26,12.87,258.01,8.38,129.0,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_9,1.17644645,41.804,1.802,365.594,11894.0,5905.5,47684.5,8.186,822.5,63.605,48.724,729.0,30178.0,12.4865,32.538,23.4195,80.0455,13.6155,4.9235,17.3845,43.3975,94.1055,15.0465,11.1065,4.0625,0.866,0.248,3.386,0.453,5.551,163.709,32.2305,66.665,7.588,28.7395,5.544,0.993,4.6765,0.5935,3.1495,0.557,1.4895,1.2525,0.2135,18.961,10.7875,32.34,11.98,284.22,8.17,129.6,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_10,2.21556408,39.053,1.5505,383.823,11839.5,5621.0,46589.0,8.0505,1059.5,62.543,46.059,749.5,32635.0,11.8595,30.863,22.0105,76.208,13.4285,4.827,16.54,41.81,91.4885,14.1475,11.4425,3.769,0.8005,0.2775,6.853,0.471,5.185,158.7095,30.1975,62.107,7.0065,26.423,5.1185,0.9115,4.3105,0.5515,2.864,0.507,1.3505,1.131,0.2375,17.508,9.6865,29.26,10.4,270.99,8.32,135.7,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_12,1.08396668,46.848,1.9015,507.4675,14007.5,8850.0,52690.0,10.3745,1261.5,78.8855,56.7075,892.5,38250.0,13.2825,33.926,23.6175,154.3525,15.717,5.281,18.1525,56.576,107.3335,16.3645,16.3415,4.0185,1.145,0.239,3.5415,0.5535,6.267,199.586,33.967,69.406,7.849,29.544,5.7075,1.0395,4.8525,0.623,3.3055,0.584,1.572,1.3195,0.409,17.7935,11.534,30.8,9.22,264.63,8.34,127.0,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_13,1.58027404,41.2665,1.6955,436.997,12491.0,6707.0,45028.0,8.4085,1113.5,65.048,47.521,809.0,34217.5,11.495,30.0595,21.4945,103.565,13.7865,4.7045,15.8985,46.5315,91.8885,14.6675,13.275,3.887,1.1595,0.223,3.391,0.4605,5.344,167.5565,30.6275,63.069,7.156,27.059,5.172,0.933,4.406,0.5665,3.0085,0.535,1.4325,1.207,0.3145,16.7535,10.2775,41.58,10.21,284.33,8.32,134.5,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_14,0.91136081,45.4695,1.7965,461.906,13318.0,7590.0,54951.0,9.308,989.5,72.593,53.2295,818.5,33823.0,12.854,33.031,23.801,85.49,15.0285,5.1825,17.9415,52.3895,102.863,15.8485,14.38,3.9825,0.949,0.238,3.593,0.4735,6.131,191.0045,34.0105,69.986,7.941,29.963,5.7865,1.0455,4.88,0.621,3.2875,0.5755,1.5505,1.2965,0.3245,18.7355,11.2995,41.58,12.77,264.09,8.44,123.1,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D4_1_15,0.78265525,47.8615,1.9475,522.9695,15494.0,9257.0,62199.0,10.0995,1421.0,79.021,57.4125,981.5,42172.5,13.428,34.383,24.155,87.6675,16.1675,5.5515,18.6605,55.838,111.035,16.7205,15.8825,4.191,0.9405,0.258,3.816,0.5505,6.2975,199.377,35.4145,72.9605,8.2105,30.8265,5.9285,1.0585,4.974,0.634,3.348,0.5915,1.5815,1.322,0.3805,18.5765,11.957,53.9,15.83,299.45,8.34,149.3,,,,,,Roam,111.592481,35.62281,546,Flat,0.465063989,4700.799805,3278.899902,827.5999756,0.425002992,-2.099999905,25.79999924,40.59999847,-19.54000092
D5_1_1,8.19560365,29.8,1.9055,168.2705,8789.5,3103.0,34904.0,5.6135,409.0,45.0275,32.6855,688.0,31024.5,11.261,26.894,18.8975,85.5365,10.413,3.784,14.1175,28.8515,56.155,12.044,4.161,1.4115,0.8205,0.1505,2.6245,0.931,3.841,155.24,28.198,61.8855,7.023,27.084,5.3815,0.987,4.5355,0.7305,2.9505,0.7085,1.449,1.1385,0.3905,22.044,10.349,56.98,7.05,192.91,8.15,137.6,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_2,3.0191563,44.0,2.354,271.6635,10010.5,6235.0,40327.0,7.565,860.5,60.744,42.185,708.5,34283.0,11.72,26.874,17.5915,105.221,13.4655,4.324,13.3305,41.563,67.423,13.8935,13.2955,2.5125,0.9245,0.1265,2.734,0.763,4.6115,180.669,32.896,70.83,7.8405,29.897,5.82,1.055,4.779,0.772,3.224,0.757,1.592,1.2735,0.6455,20.1555,11.5565,66.22,5.07,182.04,8.22,140.6,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_3,4.93434492,48.729,2.515,305.4705,10024.0,6419.5,41092.5,8.19,892.0,66.256,44.7735,704.0,34105.5,11.6965,27.658,17.8245,114.066,14.156,4.3085,13.5815,44.4855,72.478,14.289,15.7555,2.858,1.068,0.102,2.4975,0.4685,4.7265,189.929,32.9145,71.106,7.789,29.6675,5.84,1.097,4.823,0.7765,3.2485,0.7615,1.624,1.309,0.7415,18.906,11.2455,66.22,15.24,199.58,8.12,161.5,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_4,4.15276071,27.6665,1.956,149.49,8885.0,3421.5,35445.0,5.3265,325.0,43.669,30.42,694.5,30941.0,10.956,25.9845,17.7415,95.008,9.8705,3.48,14.1225,27.7835,54.118,11.4195,3.456,0.9055,0.758,0.1315,2.2615,0.874,3.4605,150.9085,25.192,54.5205,6.2235,24.0765,4.843,0.9105,4.103,0.6875,2.7515,0.6675,1.3455,1.056,0.3755,19.965,8.872,63.14,8.33,223.86,7.81,148.5,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_5,4.0119959,35.3685,2.165,195.8175,8974.5,3632.0,33537.5,6.197,470.5,48.7975,34.7425,691.0,30637.0,11.6455,27.886,19.492,93.426,10.8915,3.935,13.826,31.287,59.8485,12.466,7.16,1.994,0.8705,0.131,2.419,0.8955,4.0425,157.6875,28.1415,60.8505,6.868,26.248,5.239,0.9895,4.48,0.729,2.962,0.7085,1.465,1.161,0.446,20.885,10.3415,75.46,11.39,243.71,8.2,153.1,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_6,4.3347593,52.7835,2.387,332.597,10262.0,7006.0,37996.5,8.642,913.5,67.5195,46.6065,663.0,33192.0,12.4885,29.704,19.772,122.019,14.8555,4.468,14.0735,46.5925,76.8765,14.5145,16.1325,3.0735,1.2485,0.1425,2.704,0.533,5.0265,199.184,34.1445,73.9735,8.1125,30.515,5.9075,1.1075,4.8645,0.782,3.2915,0.769,1.6505,1.3355,0.7105,21.647,11.9935,73.92,4.28,263.52,8.28,150.4,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_7,4.52488857,35.79,2.179,188.1575,9622.0,3484.5,34091.5,6.336,492.0,49.305,35.1625,684.5,31490.5,12.047,29.149,20.792,92.373,11.045,4.08,14.7815,32.158,61.895,12.6535,6.072,2.008,0.872,0.158,2.4995,0.966,4.2865,165.878,27.958,61.9365,6.9925,27.0695,5.3525,1.0165,4.5825,0.7475,3.0445,0.7175,1.4865,1.1765,0.427,22.332,10.239,78.54,7.84,227.6,8.28,142.9,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_8,5.5733946,37.939,2.2975,189.6865,10184.5,4296.5,36334.5,6.3155,515.5,51.405,37.2935,737.0,33900.5,12.0495,29.0315,21.0995,103.0985,11.5475,3.9465,15.117,34.9045,64.2275,13.1065,5.4005,1.7195,0.9015,0.156,2.537,0.9975,4.5045,171.8885,28.2935,61.904,6.9765,27.3335,5.4735,1.054,4.6525,0.754,3.109,0.734,1.537,1.2135,0.4175,22.3035,10.194,63.14,4.09,270.72,8.07,141.3,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_9,3.71103333,37.8995,2.214,198.0815,10532.0,4077.0,37010.5,6.704,484.0,51.723,37.8175,765.0,34467.0,13.09,31.066,22.256,103.5635,11.5285,3.9735,15.6485,34.124,63.5905,13.274,5.2285,1.7245,0.967,0.1585,2.491,1.041,4.6,177.261,28.3215,62.0295,7.025,27.2195,5.4655,1.053,4.684,0.7575,3.1165,0.732,1.519,1.2,0.4025,23.433,10.0345,86.24,5.07,270.23,8.05,151.5,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_10,3.16642247,38.598,2.0175,203.5465,10509.0,4465.5,36648.5,6.7665,447.5,54.612,39.4345,755.0,34488.5,12.9295,31.237,22.7655,99.7465,12.135,3.9915,16.6175,37.285,66.1395,13.4285,4.452,1.482,0.983,0.1665,2.6255,1.095,4.8465,185.742,27.9935,61.843,7.0425,27.2645,5.481,1.0715,4.6675,0.7575,3.1675,0.74,1.5505,1.2255,0.3935,23.5655,10.029,70.84,10.9,274.42,8.18,173.1,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_11,1.07784389,38.324,2.19,194.995,10566.0,5037.5,36447.5,6.879,462.5,52.7665,38.437,762.5,34466.5,12.571,30.7505,22.167,94.8715,12.002,3.9705,16.1565,36.935,62.836,13.1175,4.4475,1.639,0.9015,0.174,2.5275,1.068,4.7705,184.095,28.401,62.3715,7.071,27.6025,5.5225,1.084,4.7145,0.7585,3.1145,0.734,1.5405,1.2155,0.396,23.9155,9.796,97.02,18.69,349.42,8.16,178.0,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_12,2.28595972,42.5535,2.4525,217.205,10091.0,4391.0,35723.5,7.705,487.0,57.624,41.5385,745.0,33297.5,14.1585,33.69,24.5385,102.525,12.5325,4.4605,16.9495,36.752,69.1295,14.0825,7.0025,2.1845,1.0205,0.1705,2.631,1.066,4.8935,187.863,29.275,64.1215,7.2285,28.0025,5.6615,1.1005,4.8275,0.782,3.2325,0.7535,1.5755,1.256,0.433,24.0475,10.743,133.98,11.19,306.4,8.09,225.2,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_14,1.55952839,40.093,2.4365,216.9835,10914.5,4529.5,38541.5,6.92,585.5,53.3975,38.832,810.5,36546.5,12.713,30.6695,21.4965,88.505,11.695,4.256,83.2245,34.993,60.809,13.3825,7.4845,2.2015,0.909,0.161,2.734,1.0815,4.5625,172.3125,28.755,64.336,7.2615,28.0715,5.632,1.0675,4.837,0.765,3.2015,0.7435,1.5635,1.2405,0.4585,22.8055,10.5995,86.24,14.15,276.66,8.15,128.4,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_1_15,6.69047406,28.2765,1.993,143.415,9056.5,3178.5,35215.5,5.1225,367.5,40.237,29.624,685.0,30378.0,11.3665,27.066,19.2965,84.7085,9.028,3.5475,13.61,24.817,53.9035,11.3125,3.877,1.2685,0.8775,0.141,2.372,0.9355,3.457,145.592,24.4075,53.3365,6.13,23.788,4.8125,0.923,4.1485,0.6865,2.735,0.6695,1.3435,1.054,0.3855,21.2925,8.963,86.24,13.66,296.5,8.16,180.6,,,,,,Roam,111.279614,35.857592,535,Flat,0.503103971,4695.200195,3290.800049,825.2000122,0.394394994,-2.599999905,26.0,40.97999954,-20.45000076
D5_2_1,2.74705745,41.743,2.0055,345.8685,13079.5,7057.5,57186.0,8.4715,1268.5,64.876,48.174,769.5,35112.5,12.068,30.902,20.722,105.368,12.8885,4.0695,16.824,50.435,91.314,14.8295,14.2285,3.6145,0.8065,0.1375,2.3175,0.616,6.314,213.233,32.4905,69.0695,7.6625,29.1325,5.6035,1.067,4.7295,0.775,3.3,0.782,1.696,1.381,0.6785,18.245,11.3595,47.74,5.17,271.62,8.35,153.3,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_2,9.9239627,37.653,2.001,328.4045,12617.0,6520.0,56052.5,7.788,1110.5,62.9485,46.4815,741.5,33508.5,11.5275,30.336,19.727,95.11,12.332,3.876,16.0105,48.8025,90.326,14.6345,14.3225,3.64,0.6885,0.1435,2.3695,0.61,6.2835,216.5185,33.8315,70.7475,7.8355,29.7695,5.7765,1.082,4.8595,0.791,3.423,0.799,1.75,1.4275,0.7055,18.693,12.402,27.72,3.4,219.88,8.52,127.1,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_3,6.81500013,42.0875,1.6235,332.959,14202.0,7625.5,62039.5,8.4815,1022.5,67.692,51.0105,855.5,37838.0,14.6555,36.322,24.9965,117.302,14.0,4.441,18.348,48.4405,99.994,15.5565,9.174,3.6975,1.1595,0.2315,2.57,1.248,6.6045,223.8935,33.3565,69.088,7.7325,29.355,5.728,1.046,4.756,0.603,3.191,0.556,1.5055,1.228,0.3135,19.1205,11.0045,41.58,18.1,364.64,8.19,198.1,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_4,5.27706666,37.853,2.1065,297.927,12958.0,5329.5,56222.0,7.202,1143.5,59.365,43.6205,730.5,33793.5,11.463,30.556,19.6665,93.598,11.445,3.7315,15.686,43.374,88.8185,13.6745,11.7535,3.5805,0.6185,0.1325,2.2175,0.5865,5.9535,185.351,30.4295,64.546,7.152,27.2505,5.3315,1.0195,4.5415,0.752,3.208,0.762,1.633,1.334,0.594,18.052,10.9965,23.1,5.27,236.27,8.37,139.7,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_5,4.01323753,39.825,2.1375,361.7815,12906.0,6661.5,53155.0,7.9295,1150.5,63.3115,47.139,719.5,33182.0,11.104,29.8145,19.0185,88.827,12.155,3.7325,15.9575,51.355,96.8895,14.286,14.647,3.583,0.852,0.134,2.4575,0.5795,6.3,235.6015,31.132,66.1585,7.2365,27.8725,5.431,1.0515,4.638,0.7715,3.3345,0.7955,1.7215,1.419,0.7325,19.0145,11.4765,50.82,4.58,234.21,8.38,146.4,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_6,7.81164254,34.7205,1.8395,279.289,11353.0,5158.5,46808.0,6.4735,979.5,52.2845,38.3185,635.0,29166.5,9.96,26.659,17.1365,84.4305,10.395,3.341,13.6665,40.845,79.901,12.661,11.9255,3.226,0.909,0.106,2.1225,0.507,5.4415,173.5605,28.528,60.8225,6.721,25.4585,4.991,0.955,4.284,0.716,3.043,0.7375,1.5745,1.2735,0.6355,16.6825,10.4865,36.96,5.86,193.73,8.16,130.3,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_8,3.25343155,39.0625,2.158,362.276,12646.5,6763.0,52374.5,7.9295,1129.5,64.555,46.6565,705.5,32542.0,11.167,29.861,19.7235,94.4065,12.699,3.884,15.8655,52.262,97.1155,14.319,13.9765,3.29,0.72,0.134,2.382,0.843,6.303,226.057,32.436,67.8255,7.5255,28.5195,5.5645,1.07,4.718,0.777,3.334,0.791,1.7275,1.408,0.6995,18.9075,11.3305,44.66,4.58,243.69,8.52,154.3,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_9,7.53742623,40.802,2.191,361.5525,12867.0,6608.5,54425.0,8.119,1226.5,65.0825,47.6485,723.5,33859.5,11.756,30.791,20.1695,93.6305,12.7335,4.136,16.503,50.5625,98.545,14.6835,13.7425,3.6145,0.784,0.147,2.4805,0.878,6.3205,222.792,32.709,69.045,7.6525,28.733,5.5965,1.07,4.698,0.7725,3.2975,0.784,1.679,1.369,0.665,19.102,10.998,42.35,3.49,232.36,8.52,126.0,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_10,3.86161792,38.6375,1.9735,315.832,12716.0,6042.0,53198.5,7.6655,1150.5,61.0355,44.6535,713.5,33256.5,11.311,30.362,20.125,98.7045,12.0435,3.9935,16.505,46.859,94.66,14.012,12.113,3.639,0.833,0.1375,2.2825,0.8245,6.0275,205.6705,31.0785,66.6625,7.3245,27.68,5.3965,1.0305,4.583,0.7595,3.2585,0.7695,1.662,1.3475,0.593,18.71,11.087,49.28,5.27,204.31,8.48,137.8,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_11,8.07512872,38.3685,1.797,313.0635,13206.5,5422.5,56545.5,7.2265,1099.0,59.3055,43.4375,746.0,33882.5,11.1945,30.037,19.3725,98.8885,11.5665,3.7115,15.849,45.6035,90.768,13.996,11.544,3.4635,0.825,0.1335,2.3545,0.828,6.184,197.3,31.398,66.857,7.436,28.304,5.5285,1.0605,4.7085,0.7745,3.337,0.7915,1.685,1.381,0.586,18.7825,11.143,38.5,5.86,201.76,8.58,124.4,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_12,9.41963296,39.7235,2.0435,333.6775,13429.0,6693.0,55537.5,7.6105,1214.5,61.8085,44.508,742.0,34157.5,11.006,29.031,18.7195,79.6385,12.143,3.8865,15.0485,48.0495,88.6765,13.855,13.8165,3.415,0.7115,0.129,2.3755,0.612,6.0735,200.455,31.5875,66.4785,7.3595,27.8015,5.4025,1.032,4.57,0.7575,3.2105,0.77,1.653,1.356,0.6925,17.8685,11.126,30.8,6.26,240.34,8.42,145.2,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_14,5.73565318,41.434,2.0065,376.015,12498.0,6622.0,52480.0,8.2285,1191.0,66.3495,48.3755,694.5,32290.5,11.451,30.19,21.0815,91.687,13.0345,4.0805,16.164,52.4955,99.4335,14.613,14.699,3.5355,1.3855,0.141,2.503,0.6475,6.3105,241.0145,32.964,69.634,7.7465,29.5575,5.702,1.0745,4.756,0.781,3.3485,0.786,1.715,1.3995,0.739,19.2845,11.711,41.58,3.2,226.93,8.09,117.3,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D5_2_15,11.4314107,39.359,2.1975,309.8825,13069.0,6481.0,60538.0,7.596,1096.5,61.7915,45.736,770.5,34371.5,11.4215,30.092,19.9225,124.2835,12.018,3.818,16.518,47.9125,90.6515,14.4525,12.841,3.4805,0.9635,0.1415,2.2925,0.7215,6.319,214.6475,33.169,70.2825,7.741,29.383,5.6685,1.0955,4.842,0.792,3.4155,0.8005,1.734,1.423,0.6515,19.275,12.8425,41.58,6.95,277.84,8.49,150.0,,,,,,Roam,111.621473,35.916172,837,Mountain,0.451026022,4296.5,2945.199951,782.2999878,0.436136991,-3.400000095,24.60000038,39.18000031,-21.23999977
D6_1_1,6.70535024,30.5475,1.7225,272.927,13266.5,7885.5,67456.5,7.982,1697.0,62.3035,43.785,772.0,35085.0,10.56,26.352,17.0295,56.41,14.235,4.78,14.4075,47.339,114.7175,15.373,11.724,3.9525,0.481,0.298,2.6185,0.9495,5.8435,190.1255,33.0575,68.066,7.682,28.884,5.4955,0.8805,4.4335,0.5205,3.135,0.5615,1.499,1.212,0.4315,14.613,10.232,55.44,35.08,274.02,8.23,171.7,,,,,,Roam,111.989088,36.210668,908,Mountain,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015
D6_1_2,3.06641411,28.9095,1.7545,287.1415,11762.0,7225.0,61188.5,8.023,1564.5,59.9345,42.5955,687.0,31296.0,9.853,25.0025,15.7085,55.85,13.756,4.486,13.395,47.276,110.112,14.4285,13.2305,3.4855,0.604,0.279,2.602,0.67,5.559,186.6815,31.322,64.2975,7.175,27.0405,5.1505,0.8035,4.1765,0.484,2.9195,0.527,1.3875,1.115,0.503,13.38,10.2135,52.36,18.79,365.9,8.28,158.7,,,,,,Roam,111.989088,36.210668,908,Mountain,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015
D6_1_3,3.25015117,29.0775,1.6505,280.3675,12607.0,8783.0,61076.5,7.8325,1703.5,60.0655,42.394,743.0,33530.0,9.638,24.392,15.4485,52.4525,13.7195,4.4175,13.341,47.281,105.554,13.7625,12.7705,3.4965,0.528,0.2895,3.0475,0.7545,5.401,181.9815,30.2005,61.562,6.9355,26.1005,4.9555,0.7755,3.948,0.454,2.7875,0.504,1.327,1.07,0.483,13.367,9.134,41.58,20.86,271.99,8.25,152.8,,,,,,Roam,111.989088,36.210668,908,Mountain,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015
D6_1_4,3.41579536,32.504,1.9695,362.56,12823.0,9226.5,63876.0,9.2005,1762.5,69.484,49.743,754.5,33956.0,10.7325,27.3125,16.8325,55.9735,15.6395,5.112,14.4855,54.823,119.899,15.706,15.1825,3.879,0.5935,0.294,2.7185,0.871,5.9485,207.248,34.8055,71.4855,7.9645,29.8425,5.5765,0.8795,4.43,0.5165,3.096,0.5595,1.4715,1.181,0.569,14.2505,10.4255,92.4,23.04,375.91,8.27,179.7,,,,,,Roam,111.989088,36.210668,908,Mountain,0.455217004,4146.200195,2823.5,762.5999756,0.432765007,-4.099999905,24.10000038,38.83000183,-22.34000015
